fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,total_goles,total_corners,ambos_marcan,over_2_5
2023-03-06,Super League Greece,2022-23,Panathinaikos,Panetolikos,2,0,8,1,2,9,0,0
2023-03-08,Super League Greece,2022-23,Atromitos,AEK,0,1,1,7,1,8,0,0
2023-03-12,Super League Greece,2022-23,Levadeiakos,OFI Crete,2,0,3,3,2,6,0,0
2023-03-12,Super League Greece,2022-23,Volos NFC,PAOK,0,1,1,12,1,13,0,0
2023-03-12,Super League Greece,2022-23,Ionikos,Asteras Tripolis,1,0,2,3,1,5,0,0
2023-03-12,Super League Greece,2022-23,Panetolikos,Lamia,1,1,3,3,2,6,1,0
2023-03-12,Super League Greece,2022-23,Aris,Giannina,3,1,9,2,4,11,1,1
2023-03-12,Super League Greece,2022-23,Atromitos,Panathinaikos,0,2,5,8,2,13,0,0
2023-03-12,Super League Greece,2022-23,AEK,Olympiakos,1,3,11,1,4,12,1,1
2023-03-18,Super League Greece,2022-23,Asteras Tripolis,Panetolikos,2,1,2,1,3,3,1,1
2023-03-18,Super League Greece,2022-23,OFI Crete,Levadeiakos,1,1,6,5,2,11,1,0
2023-03-18,Super League Greece,2022-23,Atromitos,Ionikos,2,0,3,8,2,11,0,0
2023-03-18,Super League Greece,2022-23,Lamia,Giannina,2,0,0,3,2,3,0,0
2023-03-19,Super League Greece,2022-23,Volos NFC,Olympiakos,0,3,1,6,3,7,0,1
2023-03-19,Super League Greece,2022-23,Aris,PAOK,1,2,5,6,3,11,1,1
2023-03-19,Super League Greece,2022-23,AEK,Panathinaikos,0,0,7,1,0,8,0,0
2023-04-01,Super League Greece,2022-23,Giannina,OFI Crete,0,1,6,3,1,9,0,0
2023-04-01,Super League Greece,2022-23,Ionikos,Asteras Tripolis,1,0,10,4,1,14,0,0
2023-04-01,Super League Greece,2022-23,Levadeiakos,Atromitos,1,1,13,2,2,15,1,0
2023-04-01,Super League Greece,2022-23,Panetolikos,Lamia,1,3,3,3,4,6,1,1
2023-04-02,Super League Greece,2022-23,Panathinaikos,Volos NFC,0,0,6,0,0,6,0,0
2023-04-02,Super League Greece,2022-23,PAOK,AEK,0,1,5,2,1,7,0,0
2023-04-02,Super League Greece,2022-23,Olympiakos,Aris,2,2,11,2,4,13,1,1
2023-04-05,Super League Greece,2022-23,Volos NFC,AEK,0,1,2,2,1,4,0,0
2023-04-05,Super League Greece,2022-23,Aris,Panathinaikos,0,1,5,4,1,9,0,0
2023-04-05,Super League Greece,2022-23,Olympiakos,PAOK,3,1,4,3,4,7,1,1
2023-04-08,Super League Greece,2022-23,Atromitos,Giannina,1,1,9,3,2,12,1,0
2023-04-08,Super League Greece,2022-23,OFI Crete,Lamia,4,1,4,5,5,9,1,1
2023-04-08,Super League Greece,2022-23,Asteras Tripolis,Levadeiakos,0,1,2,2,1,4,0,0
2023-04-08,Super League Greece,2022-23,Panetolikos,Ionikos,0,1,4,2,1,6,0,0
2023-04-09,Super League Greece,2022-23,Panathinaikos,Olympiakos,2,0,5,1,2,6,0,0
2023-04-09,Super League Greece,2022-23,AEK,Aris,3,1,4,0,4,4,1,1
2023-04-09,Super League Greece,2022-23,PAOK,Volos NFC,4,2,8,2,6,10,1,1
2023-04-22,Super League Greece,2022-23,Levadeiakos,Ionikos,2,2,7,2,4,9,1,1
2023-04-22,Super League Greece,2022-23,OFI Crete,Asteras Tripolis,1,1,2,2,2,4,1,0
2023-04-22,Super League Greece,2022-23,Giannina,Panetolikos,3,2,7,2,5,9,1,1
2023-04-22,Super League Greece,2022-23,Lamia,Atromitos,1,0,7,2,1,9,0,0
2023-04-23,Super League Greece,2022-23,Volos NFC,Aris,0,3,3,6,3,9,0,1
2023-04-23,Super League Greece,2022-23,PAOK,Panathinaikos,1,2,8,3,3,11,1,1
2023-04-23,Super League Greece,2022-23,Olympiakos,AEK,1,3,2,5,4,7,1,1
